ID,Gender,Ever_Married,Age,Graduated,Profession,Family_Size,Car Purchased,Country Of Origin,Year Of Purchase,Salary,Fuel Type,Language Spoken 
7162,Male,Yes,52,Yes,Entertainment,2,MINI,Japan,2020,30000,Petrol,Japanese
7163,Female,Yes,43,No,Engineer,1,Mitsubishi,Canada,2021,15000,Petrol,English 
7164,Male,Yes,26,Yes,Artist,,Nissan,China ,2020,18000,Petrol,Mandarin
7165,Male,Yes,53,Yes,Artist,3,Nissan,India,2021,45000,Petrol,Tamil
7166,Male,No,33,Yes,Healthcare,1,Peugeot,Italy,2016,15000,Diesel,Italian
7167,Male,Yes,25,Yes,Healthcare,2,Porsche,China ,2017,30000,Diesel,Mandarin
7168,Female,Yes,55,Yes,Artist,1,Proton,France,2018,15000,Diesel,English 
7169,Female,Yes,47,Yes,Engineer,4,Renault,Italy,2019,60000,Diesel,Italian
7170,Female,Yes,43,No,Engineer,,Rolls-Royce,France,2009,18000,Diesel,English 
7171,Male,No,27,No,Doctor,4,Rover,Australia,2010,60000,Diesel,English
7172,Male,Yes,38,Yes,Healthcare,4,Saab,Australia,2011,60000,Diesel,English
7173,Female,Yes,69,Yes,Artist,9,SEAT,USA,2012,135000,Diesel,English 
7174,Male,No,19,No,Doctor,5,SKODA,Germany ,2013,75000,Diesel,German
7175,Female,No,28,No,Marketing,2,Smart,USA,2014,30000,Diesel,English 
7176,Male,Yes,65,Yes,Artist,2,Ssangyong,Germany ,2015,30000,Diesel,German
7177,Male,Yes,33,Yes,Artist,,Subaru,USA,2016,18000,Diesel,English 
7178,Female,No,22,No,Healthcare,4,Suzuki,Germany ,2010,60000,Diesel,German
7179,Female,Yes,25,No,Homemaker,3,Tesla,USA,2011,45000,Electric,English 
7180,Female,No,52,Yes,Artist,2,Toyota,Germany ,2012,30000,Diesel,German
7181,Female,No,37,Yes,Artist,2,TVR,USA,2013,30000,Diesel,English 
7182,Male,Yes,29,Yes,Entertainment,2,Vauxhall,Germany ,2014,30000,Diesel,German
7183,Male,No,31,Yes,Healthcare,3,Volkswagen,USA,2015,45000,Diesel,English 
7184,Female,No,36,Yes,Marketing,1,Volvo,Germany ,2016,15000,Diesel,German
7185,Female,No,73,Yes,Artist,1,Maker,USA,2012,15000,Diesel,English 
7186,Male,Yes,51,Yes,Artist,2,Lexus,Mexico,2013,30000,Diesel,English 
7187,Male,No,89,Yes,Artist,,Alfa Romeo,Malaysia,2014,18000,Diesel,English 
7188,Male,Yes,60,No,Executive,2,Aston Martin,Japan,2015,30000,Diesel,Japanese
7189,Male,No,40,Yes,Healthcare,2,Audi,Canada,2016,30000,Diesel,English 
7190,Female,No,22,No,Healthcare,4,Bentley,China ,2017,60000,Diesel,Mandarin
7191,Male,Yes,28,Yes,Engineer,2,BMW,India,2018,30000,Diesel,Tamil
7192,Female,Yes,52,Yes,Artist,3,Cadillac,Italy,2016,45000,Diesel,Italian
7193,Female,No,28,No,Doctor,4,Chevrolet,China ,2017,60000,Diesel,Mandarin
7194,Female,Yes,37,Yes,Artist,2,Chrysler,France,2018,30000,Diesel,English 
7195,Male,Yes,53,Yes,Doctor,3,Citroen,Italy,2008,45000,Diesel,Italian
7196,Female,No,23,No,Lawyer,6,Corvette,France,2009,90000,Diesel,English 
7197,Female,Yes,75,Yes,Lawyer,2,Hyundai,Australia,2010,30000,Diesel,English
7198,Male,Yes,71,Yes,Entertainment,2,Daewoo,Australia,2011,30000,Diesel,English
7199,Male,Yes,53,Yes,Artist,4,Daihatsu,USA,2010,60000,Diesel,English 
7200,Male,Yes,30,Yes,Artist,2,Dodge,Germany ,2011,30000,Diesel,German
7201,Female,Yes,31,No,Entertainment,2,Kia,USA,2012,30000,Diesel,English 
7202,Male,No,27,Yes,Doctor,5,Ferrari,Germany ,2013,75000,Diesel,German
7203,Male,Yes,65,Yes,Lawyer,1,Fiat,USA,2020,15000,Petrol,English 
7204,Male,Yes,27,No,Entertainment,3,Ford,Germany ,2021,45000,Petrol,German
7205,Male,Yes,52,No,Entertainment,2,Honda,USA,2020,30000,Petrol,English 
7206,Female,Yes,52,Yes,Artist,2,Honda,Germany ,2021,30000,Petrol,German
7207,Female,No,51,No,Engineer,6,Hyundai,USA,2016,90000,Diesel,English 
7208,Female,Yes,30,Yes,Engineer,5,Infiniti,Germany ,2017,75000,Diesel,German
7209,Male,No,42,Yes,Artist,2,Isuzu,USA,2018,30000,Diesel,English 
7210,Female,No,19,No,Healthcare,8,Jaguar,Germany ,2019,120000,Diesel,German
7211,Male,Yes,50,Yes,Executive,4,Jeep,USA,2009,60000,Diesel,English 
7212,Male,Yes,41,Yes,Artist,4,Kia,Mexico,2010,60000,Diesel,English 
7213,Female,No,36,No,Engineer,4,Lamborghini,Malaysia,2011,60000,Diesel,English 
7214,Female,Yes,43,Yes,Healthcare,2,Land Rover,Japan,2012,30000,Diesel,Japanese
7215,Male,Yes,85,No,Lawyer,1,Lexus,Canada,2013,15000,Diesel,English 
7216,Male,No,70,No,,4,Lotus,China ,2014,60000,Diesel,Mandarin
7217,Female,,22,No,Healthcare,4,Maserati,India,2015,60000,Diesel,Tamil
7218,Male,Yes,43,Yes,Artist,2,Maybach,Italy,2016,30000,Diesel,Italian
7219,Female,Yes,47,Yes,Artist,2,Mazda,China ,2010,30000,Diesel,Mandarin
7220,Female,Yes,60,Yes,Lawyer,2,McLaren,France,2011,30000,Diesel,English 
7221,Male,No,30,Yes,Healthcare,,Mercedes-Benz,Italy,2012,18000,Diesel,Italian
7222,Female,No,37,Yes,Doctor,1,MG,France,2013,15000,Diesel,English 
7223,Male,No,31,Yes,Healthcare,2,MINI,Australia,2014,30000,Diesel,English
7224,Female,No,36,No,Engineer,2,Mitsubishi,Australia,2015,30000,Diesel,English
7225,Male,Yes,82,Yes,Lawyer,,Nissan,USA,2016,18000,Diesel,English 
7226,Female,,49,No,Marketing,3,Nissan,Germany ,2012,45000,Diesel,German
7227,Male,No,33,Yes,Homemaker,1,Peugeot,USA,2013,15000,Diesel,English 
7228,Male,No,37,Yes,Artist,7,Porsche,Germany ,2014,105000,Diesel,German
7229,Male,Yes,35,Yes,Engineer,4,Proton,USA,2015,60000,Diesel,English 
7230,Male,No,50,Yes,Artist,1,Renault,Germany ,2016,15000,Diesel,German
7231,Male,No,21,No,Healthcare,4,Rolls-Royce,USA,2017,60000,Diesel,English 
7232,Male,Yes,59,No,Entertainment,2,Rover,Germany ,2018,30000,Diesel,German
7233,Female,No,20,No,Healthcare,5,Saab,USA,2016,75000,Diesel,English 
7234,Female,No,49,Yes,Engineer,1,SEAT,Germany ,2017,15000,Diesel,German
7235,Male,Yes,62,Yes,Executive,4,SKODA,USA,2018,60000,Diesel,English 
7236,Male,Yes,61,Yes,Artist,5,Smart,Germany ,2008,75000,Diesel,German
7237,Male,Yes,43,Yes,Homemaker,2,Ssangyong,USA,2009,30000,Diesel,English 
7238,Female,Yes,41,No,Marketing,3,Subaru,Mexico,2010,45000,Diesel,English 
7239,Male,Yes,21,No,Doctor,3,Suzuki,Malaysia,2011,45000,Diesel,English 
7240,Female,Yes,42,Yes,Artist,3,Tesla,Japan,2010,45000,Electric,Japanese
7241,Female,Yes,38,No,Engineer,6,Toyota,Canada,2011,90000,Diesel,English 
7242,Male,Yes,36,Yes,Executive,4,TVR,China ,2012,60000,Diesel,Mandarin
7243,Male,Yes,51,Yes,Healthcare,2,Vauxhall,India,2013,30000,Diesel,Tamil
7244,Female,Yes,48,Yes,Artist,2,Volkswagen,Italy,2020,30000,Petrol,Italian
7245,Female,No,29,Yes,Homemaker,1,Volvo,China ,2021,15000,Petrol,Mandarin
7246,Male,No,30,Yes,Healthcare,1,Maker,France,2020,15000,Petrol,English 
7247,Male,Yes,25,,Artist,1,Lexus,Italy,2021,15000,Petrol,Italian
7248,Male,No,19,No,Healthcare,4,Alfa Romeo,France,2016,60000,Diesel,English 
7249,Male,Yes,88,No,Lawyer,1,Aston Martin,Australia,2017,15000,Diesel,English
7250,Male,Yes,43,Yes,Healthcare,4,Audi,Australia,2018,60000,Diesel,English
7251,Male,Yes,38,Yes,Entertainment,2,Bentley,USA,2019,30000,Diesel,English 
7252,Male,No,32,No,Doctor,2,BMW,Germany ,2009,30000,Diesel,German
7253,Female,No,38,Yes,Healthcare,2,Cadillac,USA,2010,30000,Diesel,English 
7254,Female,No,43,Yes,Artist,3,Chevrolet,Germany ,2011,45000,Diesel,German
7255,Male,No,76,Yes,Lawyer,2,Chrysler,USA,2012,30000,Diesel,English 
7256,Male,No,30,Yes,Healthcare,5,Citroen,Germany ,2013,75000,Diesel,German
7257,Male,No,31,No,Healthcare,4,Corvette,USA,2014,60000,Diesel,English 
7258,Male,No,23,No,Healthcare,3,Hyundai,Germany ,2015,45000,Diesel,German
7259,Male,Yes,70,No,Lawyer,3,Daewoo,USA,2016,45000,Diesel,English 
7260,Female,No,25,No,Engineer,1,Daihatsu,Germany ,2010,15000,Diesel,German
7261,Male,No,29,No,Marketing,2,Dodge,USA,2011,30000,Diesel,English 
7262,Female,Yes,50,Yes,Artist,3,Kia,Germany ,2012,45000,Diesel,German
7263,Male,Yes,71,Yes,Artist,2,Ferrari,USA,2013,30000,Diesel,English 
7264,Female,No,18,No,Healthcare,5,Fiat,Mexico,2014,75000,Diesel,English 
7265,Male,No,42,Yes,Artist,,Ford,Malaysia,2015,18000,Diesel,English 
7266,Male,No,35,No,Healthcare,1,Honda,Japan,2016,15000,Diesel,Japanese
7267,Female,Yes,45,Yes,Artist,2,Honda,Canada,2012,30000,Diesel,English 
7268,Female,No,41,Yes,Artist,1,Hyundai,China ,2013,15000,Diesel,Mandarin
7269,Male,No,20,No,Marketing,3,Infiniti,India,2014,45000,Diesel,Tamil
7270,Male,Yes,27,No,Entertainment,2,Isuzu,Italy,2015,30000,Diesel,Italian
7271,Male,Yes,27,Yes,Healthcare,2,Jaguar,China ,2016,30000,Diesel,Mandarin
7272,Female,No,18,No,Healthcare,4,Jeep,France,2017,60000,Diesel,English 
7273,Female,Yes,41,Yes,Artist,2,Kia,Italy,2018,30000,Diesel,Italian
7274,Male,Yes,67,No,Lawyer,2,Lamborghini,France,2016,30000,Diesel,English 
7275,Female,Yes,28,Yes,Artist,2,Land Rover,Australia,2017,30000,Diesel,English
7276,Female,No,29,No,Healthcare,,Lexus,Australia,2018,18000,Diesel,English
7277,Male,Yes,45,No,Artist,4,Lotus,USA,2008,60000,Diesel,English 
7278,Male,Yes,36,No,Executive,4,Maserati,Germany ,2009,60000,Diesel,German
7279,Female,Yes,79,Yes,Artist,2,Maybach,USA,2010,30000,Diesel,English 
7280,Female,No,33,No,Engineer,3,Mazda,Germany ,2011,45000,Diesel,German
7281,Female,Yes,87,Yes,Artist,2,McLaren,USA,2010,30000,Diesel,English 
7282,Female,Yes,52,Yes,Artist,1,Mercedes-Benz,Germany ,2011,15000,Diesel,German
7283,Female,No,32,No,Healthcare,3,MG,USA,2012,45000,Diesel,English 
7284,Female,No,42,Yes,Engineer,7,MINI,Germany ,2013,105000,Diesel,German
7285,Male,No,22,No,Healthcare,5,Mitsubishi,USA,2020,75000,Petrol,English 
7286,Female,No,18,No,Doctor,4,Nissan,Germany ,2021,60000,Petrol,German
7287,Female,No,26,No,Doctor,4,Nissan,USA,2020,60000,Petrol,English 
7288,Female,Yes,66,Yes,Artist,2,Peugeot,Germany ,2021,30000,Petrol,German
7289,Female,Yes,66,No,Engineer,4,Porsche,USA,2016,60000,Diesel,English 
7290,Male,Yes,69,No,Lawyer,2,Proton,Mexico,2017,30000,Diesel,English 
7291,Male,No,25,Yes,Marketing,5,Renault,Malaysia,2018,75000,Diesel,English 
7292,Male,Yes,55,Yes,Artist,2,Rolls-Royce,Japan,2019,30000,Diesel,Japanese
7293,Female,Yes,49,Yes,Artist,2,Rover,Canada,2009,30000,Diesel,English 
7294,Male,Yes,61,Yes,Doctor,2,Saab,China ,2010,30000,Diesel,Mandarin
7295,Female,No,47,Yes,Artist,1,SEAT,India,2011,15000,Diesel,Tamil
7296,Male,Yes,59,Yes,Executive,5,SKODA,Italy,2012,75000,Diesel,Italian
7297,Male,Yes,38,Yes,Artist,4,Smart,China ,2013,60000,Diesel,Mandarin
7298,Male,Yes,55,Yes,Artist,2,Ssangyong,France,2014,30000,Diesel,English 
7299,Female,No,25,No,Homemaker,1,Subaru,Italy,2015,15000,Diesel,Italian
7300,Male,No,36,No,Artist,4,Suzuki,France,2016,60000,Diesel,English 
7301,Male,Yes,41,Yes,Entertainment,1,Tesla,Australia,2010,15000,Electric,English
7302,Female,No,39,No,Engineer,3,Toyota,Australia,2011,45000,Diesel,English
7303,Female,No,20,No,Healthcare,3,TVR,USA,2012,45000,Diesel,English 
7304,Female,No,33,No,Engineer,5,Vauxhall,Germany ,2013,75000,Diesel,German
7305,Female,Yes,78,No,Lawyer,3,Volkswagen,USA,2014,45000,Diesel,English 
7306,Female,Yes,87,No,Lawyer,1,Volvo,Germany ,2015,15000,Diesel,German
7307,Male,No,19,No,Healthcare,6,Maker,USA,2016,90000,Diesel,English 
7308,Female,No,23,No,,2,Lexus,Germany ,2012,30000,Diesel,German
7309,Female,Yes,60,Yes,Artist,4,Alfa Romeo,USA,2013,60000,Diesel,English 
7310,Male,Yes,77,No,Lawyer,2,Aston Martin,Germany ,2014,30000,Diesel,German
7311,Female,Yes,43,No,Entertainment,1,Audi,USA,2015,15000,Diesel,English 
7312,Female,Yes,51,Yes,Artist,3,Bentley,Germany ,2016,45000,Diesel,German
7313,Male,No,18,No,Doctor,5,BMW,USA,2017,75000,Diesel,English 
7314,Female,No,46,Yes,Artist,2,Cadillac,Germany ,2018,30000,Diesel,German
7315,Female,No,20,No,Healthcare,5,Chevrolet,USA,2016,75000,Diesel,English 
7316,Female,No,27,Yes,Healthcare,5,Chrysler,Mexico,2017,75000,Diesel,English 
7317,Male,Yes,26,Yes,Artist,2,Citroen,Malaysia,2018,30000,Diesel,English 
7318,Female,Yes,57,Yes,Artist,3,Corvette,Japan,2008,45000,Diesel,Japanese
7319,Male,Yes,53,Yes,Artist,2,Hyundai,Canada,2009,30000,Diesel,English 
7320,Male,Yes,38,Yes,Artist,2,Daewoo,China ,2010,30000,Diesel,Mandarin
7321,Male,Yes,41,No,Doctor,3,Daihatsu,India,2011,45000,Diesel,Tamil
7322,Female,Yes,81,No,Lawyer,2,Dodge,Italy,2010,30000,Diesel,Italian
7323,Female,Yes,38,No,Engineer,3,Kia,China ,2011,45000,Diesel,Mandarin
7324,Female,No,30,Yes,Healthcare,1,Ferrari,France,2012,15000,Diesel,English 
7325,Male,Yes,37,No,Entertainment,3,Fiat,Italy,2013,45000,Diesel,Italian
7326,Male,Yes,28,Yes,Artist,2,Ford,France,2020,30000,Petrol,English 
7327,Male,Yes,43,No,Artist,3,Honda,Australia,2021,45000,Petrol,English
7328,Male,No,21,No,Doctor,5,Honda,Australia,2020,75000,Petrol,English
7329,Male,Yes,33,Yes,Artist,3,Hyundai,USA,2021,45000,Petrol,English 
7330,Male,Yes,78,Yes,Lawyer,2,Infiniti,Germany ,2016,30000,Diesel,German
7331,Female,No,18,No,,6,Isuzu,USA,2017,90000,Diesel,English 
7332,Male,No,23,No,Healthcare,5,Jaguar,Germany ,2018,75000,Diesel,German
7333,Female,No,27,No,Healthcare,2,Jeep,USA,2019,30000,Diesel,English 
7334,Female,Yes,45,Yes,Artist,3,Kia,Germany ,2009,45000,Diesel,German
7335,Male,No,31,No,Doctor,1,Lamborghini,USA,2010,15000,Diesel,English 
7336,Male,Yes,42,Yes,Artist,2,Land Rover,Germany ,2011,30000,Diesel,German
7337,Female,No,37,Yes,Healthcare,3,Lexus,USA,2012,45000,Diesel,English 
7338,Male,No,33,Yes,Entertainment,2,Lotus,Germany ,2013,30000,Diesel,German
7339,Male,No,32,Yes,Healthcare,3,Maserati,USA,2014,45000,Diesel,English 
7340,Male,No,21,No,Healthcare,3,Maybach,Germany ,2015,45000,Diesel,German
7341,Female,No,32,No,Doctor,4,Mazda,USA,2016,60000,Diesel,English 
7342,Male,Yes,36,Yes,Artist,2,McLaren,Mexico,2010,30000,Diesel,English 
7343,Male,Yes,43,Yes,Artist,2,Mercedes-Benz,Malaysia,2011,30000,Diesel,English 
7344,Male,Yes,37,No,Entertainment,3,MG,Japan,2012,45000,Diesel,Japanese
7345,Male,Yes,41,Yes,Artist,2,MINI,Canada,2013,30000,Diesel,English 
7346,Male,Yes,41,Yes,Engineer,2,Mitsubishi,China ,2014,30000,Diesel,Mandarin
7347,Female,Yes,55,No,Artist,2,Nissan,India,2015,30000,Diesel,Tamil
7348,Male,Yes,61,No,Engineer,4,Nissan,Italy,2016,60000,Diesel,Italian
7349,Female,No,38,No,Artist,2,Peugeot,China ,2012,30000,Diesel,Mandarin
7350,Male,Yes,62,Yes,Entertainment,6,Porsche,France,2013,90000,Diesel,English 
7351,Female,No,33,No,Marketing,4,Proton,Italy,2014,60000,Diesel,Italian
7352,Male,Yes,53,Yes,Entertainment,2,Renault,France,2015,30000,Diesel,English 
7353,Male,No,38,Yes,Doctor,3,Rolls-Royce,Australia,2016,45000,Diesel,English
7354,Male,Yes,51,No,Artist,4,Rover,Australia,2017,60000,Diesel,English
7355,Female,No,41,Yes,Artist,,Saab,USA,2018,18000,Diesel,English 
7356,Female,Yes,36,No,Marketing,4,SEAT,Germany ,2016,60000,Diesel,German
7357,Male,Yes,45,Yes,Artist,4,SKODA,USA,2017,60000,Diesel,English 
7358,Female,Yes,71,No,Engineer,1,Smart,Germany ,2018,15000,Diesel,German
7359,Female,No,26,No,Homemaker,6,Ssangyong,USA,2008,90000,Diesel,English 
7360,Female,Yes,84,Yes,Lawyer,1,Subaru,Germany ,2009,15000,Diesel,German
7361,Male,Yes,56,No,Lawyer,2,Suzuki,USA,2010,30000,Diesel,English 
7362,Male,No,27,No,Marketing,4,Tesla,Germany ,2011,60000,Electric,German
7363,Male,No,36,No,Engineer,3,Toyota,USA,2010,45000,Diesel,English 
7364,Female,Yes,70,Yes,Artist,3,TVR,Germany ,2011,45000,Diesel,German
7365,Male,Yes,25,,Artist,,Vauxhall,USA,2012,18000,Diesel,English 
7366,Female,Yes,40,Yes,Engineer,2,Volkswagen,Germany ,2013,30000,Diesel,German
7367,Male,No,22,No,Healthcare,4,Volvo,USA,2020,60000,Petrol,English 
7368,Male,Yes,48,Yes,Artist,1,Maker,Mexico,2021,15000,Petrol,English 
7369,Female,Yes,41,Yes,Artist,2,Lexus,Malaysia,2020,30000,Petrol,English 
7370,Male,Yes,77,Yes,Lawyer,2,Alfa Romeo,Japan,2021,30000,Petrol,Japanese
7371,Male,Yes,72,Yes,Artist,1,Aston Martin,Canada,2016,15000,Diesel,English 
7372,Female,No,21,No,Healthcare,3,Audi,China ,2017,45000,Diesel,Mandarin
7373,Female,No,29,Yes,Healthcare,4,Bentley,India,2018,60000,Diesel,Tamil
7374,Female,Yes,33,Yes,Homemaker,3,BMW,Italy,2019,45000,Diesel,Italian
7375,Female,No,29,Yes,Artist,7,Cadillac,China ,2009,105000,Diesel,Mandarin
7376,Male,No,18,No,Healthcare,2,Chevrolet,France,2010,30000,Diesel,English 
7377,Female,Yes,38,Yes,Engineer,2,Chrysler,Italy,2011,30000,Diesel,Italian
7378,Female,Yes,48,Yes,Homemaker,2,Citroen,France,2012,30000,Diesel,English 
7379,Female,Yes,48,Yes,Doctor,2,Corvette,Australia,2013,30000,Diesel,English
7380,Female,No,37,Yes,Artist,1,Hyundai,Australia,2014,15000,Diesel,English
7381,Male,No,32,Yes,Healthcare,5,Daewoo,USA,2015,75000,Diesel,English 
7382,Male,No,33,No,Healthcare,5,Daihatsu,Germany ,2016,75000,Diesel,German
7383,Male,No,31,No,Healthcare,8,Dodge,USA,2010,120000,Diesel,English 
7384,Male,Yes,47,No,Artist,5,Kia,Germany ,2011,75000,Diesel,German
7385,Male,Yes,63,Yes,Artist,3,Ferrari,USA,2012,45000,Diesel,English 
7386,Female,No,26,Yes,Healthcare,2,Fiat,Germany ,2013,30000,Diesel,German
7387,Male,Yes,65,Yes,Lawyer,2,Ford,USA,2014,30000,Diesel,English 
7388,Male,Yes,22,No,Healthcare,4,Honda,Germany ,2015,60000,Diesel,German
7389,Female,Yes,42,No,Engineer,1,Honda,USA,2016,15000,Diesel,English 
7390,Male,Yes,43,No,Artist,1,Hyundai,Germany ,2012,15000,Diesel,German
7391,Female,No,23,No,Marketing,4,Infiniti,USA,2013,60000,Diesel,English 
7392,Male,No,27,Yes,Artist,4,Isuzu,Germany ,2014,60000,Diesel,German
7393,Male,No,42,Yes,Artist,1,Jaguar,USA,2015,15000,Diesel,English 
7394,Male,Yes,45,Yes,Executive,3,Jeep,Mexico,2016,45000,Diesel,English 
7395,Male,No,33,Yes,Doctor,6,Kia,Malaysia,2017,90000,Diesel,English 
7396,Male,Yes,58,No,Executive,4,Lamborghini,Japan,2018,60000,Diesel,Japanese
7397,Male,No,21,No,Doctor,3,Land Rover,Canada,2016,45000,Diesel,English 
7398,Female,No,85,Yes,Homemaker,1,Lexus,China ,2017,15000,Diesel,Mandarin
7399,Male,No,41,No,Doctor,3,Lotus,India,2018,45000,Diesel,Tamil
7400,Male,Yes,76,Yes,,2,Maserati,Italy,2008,30000,Diesel,Italian
7401,Female,Yes,57,No,Engineer,1,Maybach,China ,2009,15000,Diesel,Mandarin
7402,Male,Yes,38,No,Doctor,5,Mazda,France,2010,75000,Diesel,English 
7403,Male,Yes,50,Yes,Artist,5,McLaren,Italy,2011,75000,Diesel,Italian
7404,Male,No,25,Yes,Artist,1,Mercedes-Benz,France,2010,15000,Diesel,English 
7405,Male,No,33,No,Healthcare,4,MG,Australia,2011,60000,Diesel,English
7406,Male,No,62,Yes,Entertainment,1,MINI,Australia,2012,15000,Diesel,English
7407,Male,No,26,No,Healthcare,6,Mitsubishi,USA,2013,90000,Diesel,English 
7408,Male,Yes,25,Yes,Artist,2,Nissan,Germany ,2020,30000,Petrol,German
7409,Male,Yes,63,No,Executive,3,Nissan,USA,2021,45000,Petrol,English 
7410,Male,No,19,No,Healthcare,3,Peugeot,Germany ,2020,45000,Hybrid,German
7411,Female,Yes,26,No,Healthcare,2,Porsche,USA,2021,30000,Hybrid,English 
7412,Female,No,26,Yes,Artist,1,Proton,Germany ,2016,15000,Diesel,German
7413,Female,No,30,Yes,Engineer,3,Renault,USA,2017,45000,Diesel,English 
7414,Female,Yes,36,Yes,Doctor,1,Rolls-Royce,Germany ,2018,15000,Diesel,German
7415,Female,No,22,No,Healthcare,9,Rover,USA,2019,135000,Diesel,English 
7416,Female,,40,Yes,Homemaker,1,Saab,Germany ,2009,15000,Diesel,German
7417,Male,No,27,No,Doctor,4,SEAT,USA,2010,60000,Diesel,English 
7418,Male,Yes,42,Yes,Executive,5,SKODA,Germany ,2011,75000,Diesel,German
7419,Male,No,21,No,Healthcare,2,Smart,USA,2012,30000,Diesel,English 
7420,Male,Yes,38,Yes,Executive,3,Ssangyong,Mexico,2013,45000,Diesel,English 
7421,Male,Yes,63,Yes,Artist,4,Subaru,Malaysia,2014,60000,Diesel,English 
7422,Female,Yes,47,Yes,Homemaker,5,Suzuki,Japan,2015,75000,Diesel,Japanese
7423,Female,No,25,Yes,Engineer,3,Tesla,Canada,2016,45000,Electric,English 
7424,Female,Yes,69,Yes,Artist,2,Toyota,China ,2010,30000,Diesel,Mandarin
7425,Male,Yes,53,Yes,Artist,1,TVR,India,2011,15000,Diesel,Tamil
7426,Male,Yes,36,Yes,Artist,2,Vauxhall,Italy,2012,30000,Diesel,Italian
7427,Male,No,27,Yes,Healthcare,5,Volkswagen,China ,2013,75000,Diesel,Mandarin
7428,Female,No,59,Yes,Artist,,Volvo,France,2014,18000,Diesel,English 
7429,Male,No,19,No,Healthcare,3,Maker,Italy,2015,45000,Diesel,Italian
7430,Male,Yes,29,No,Executive,2,Lexus,France,2016,30000,Diesel,English 
7431,Female,No,51,Yes,Lawyer,1,Alfa Romeo,Australia,2012,15000,Diesel,English
7432,Male,No,43,Yes,Entertainment,1,Aston Martin,Australia,2013,15000,Diesel,English
7433,Male,No,42,Yes,Artist,1,Audi,USA,2014,15000,Diesel,English 
7434,Female,Yes,72,Yes,Doctor,2,Bentley,Germany ,2015,30000,Diesel,German
7435,Male,No,37,Yes,Artist,2,BMW,USA,2016,30000,Diesel,English 
7436,Male,Yes,66,No,Lawyer,2,Cadillac,Germany ,2017,30000,Diesel,German
7437,Male,Yes,39,Yes,Artist,2,Chevrolet,USA,2018,30000,Diesel,English 
7438,Female,No,21,No,Entertainment,5,Chrysler,Germany ,2016,75000,Diesel,German
7439,Male,No,21,No,Healthcare,4,Citroen,USA,2017,60000,Diesel,English 
7440,Female,Yes,28,Yes,Executive,2,Corvette,Germany ,2018,30000,Diesel,German
7441,Male,Yes,56,Yes,Artist,4,Hyundai,USA,2008,60000,Diesel,English 
7442,Female,No,40,Yes,Homemaker,,Daewoo,Germany ,2009,28000,Diesel,German
7443,Male,No,26,Yes,Healthcare,1,Daihatsu,USA,2010,15000,Diesel,English 
7444,Male,No,18,No,Healthcare,6,Dodge,Germany ,2011,90000,Diesel,German
7445,Male,No,23,No,Healthcare,8,Kia,USA,2010,120000,Diesel,English 
7446,Female,Yes,45,Yes,Artist,5,Ferrari,Mexico,2011,75000,Diesel,English 
7447,Female,Yes,65,No,Engineer,3,Fiat,Malaysia,2012,45000,Diesel,English 
7448,Female,Yes,87,No,Artist,1,Ford,Japan,2013,15000,Diesel,Japanese
7449,Female,Yes,56,Yes,Artist,4,Honda,Canada,2020,60000,Hybrid,English 
7450,Male,No,47,Yes,Artist,2,Honda,China ,2021,30000,Hybrid,Mandarin
7451,Female,No,68,Yes,Doctor,1,Hyundai,India,2020,15000,Hybrid,Tamil
7452,Male,No,18,No,Healthcare,3,Infiniti,Italy,2021,45000,Hybrid,Italian
7453,Male,Yes,40,Yes,Artist,1,Isuzu,China ,2016,15000,Diesel,Mandarin
7454,Female,Yes,41,Yes,Doctor,1,Jaguar,France,2017,15000,Diesel,English 
7455,Male,No,23,No,Healthcare,4,Jeep,Italy,2018,60000,Diesel,Italian
7456,Male,No,35,Yes,Artist,1,Kia,France,2019,15000,Diesel,English 
7457,Male,Yes,66,Yes,Executive,2,Lamborghini,Australia,2009,30000,Diesel,English
7458,Male,No,22,No,Doctor,3,Land Rover,Australia,2010,45000,Diesel,English
7459,Male,No,23,No,Healthcare,4,Lexus,USA,2011,60000,Diesel,English 
7460,Male,No,18,No,Marketing,4,Lotus,Germany ,2012,60000,Diesel,German
7461,Male,Yes,60,No,Artist,1,Maserati,USA,2013,15000,Diesel,English 
7462,Female,Yes,40,No,Artist,1,Maybach,Germany ,2014,15000,Diesel,German
7463,Female,Yes,30,No,Engineer,8,Mazda,USA,2015,120000,Diesel,English 
7464,Male,No,28,No,Entertainment,2,McLaren,Germany ,2016,30000,Diesel,German
